"long","lat","id","densityThreshold","avgScore","numTweets","stdDev","batchNum","geoData"
-78.71372232,42.1570904,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.7156729,42.15677762,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.96625145,42.16569002,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.96622654,42.16532232,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.7389874,42.16007326,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.70781966,42.15781331,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.72835005,42.15672509,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.96745361,42.14583713,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.7661107,42.1530872,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.73798628,42.161561,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.96645948,42.16546816,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.72822063,42.15665598,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-78.76506084,42.15379117,1,3e-04,0.0782307692307692,13,0.0544084797382146,4,"WGS84"
-76.58456245,42.93453389,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.58466746,42.93452602,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-78.1682813,42.9975061,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.72988559,43.14195779,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.58461537,42.93439258,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.94322299,43.21462382,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.94322299,43.21462382,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5830206,42.9358719,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-78.1682612,42.9975301,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-78.1682618,42.9975533,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.71257235,43.15806278,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.7947564,43.208009,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27491345,42.87865614,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27491531,42.87864491,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27547661,42.87926517,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27548581,42.87927131,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27557269,42.87902139,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.27567704,42.87904691,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-78.16538296,42.98776082,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.94322299,43.21462382,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.79169749,42.91090078,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-78.42428251,42.52241206,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.72714521,43.12344294,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5337085,42.9283912,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5336709,42.928421,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5336681,42.9284288,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.9212486,43.2312399,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.689785,42.84065057,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5336727,42.9284318,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.7657791,43.1309319,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5337867,42.9285336,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.97976594,42.82891476,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.5335158,42.9283846,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-76.533929,42.9281778,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
-77.9213231,43.2312115,2,3e-04,0.0298272727272727,275,0.0544084797382146,4,"WGS84"
